  104
  0.0010   14.5173826
  0.0020   10.4057636
  0.0030    8.6193180
  0.0040    7.5746741
  0.0050    6.8753948
  0.0060    6.3691301
  0.0070    5.9832816
  0.0080    5.6783285
  0.0090    5.4307027
  0.0100    5.2253752
  0.0200    4.2138329
  0.0300    3.8566048
  0.0400    3.6897621
  0.0500    3.6026530
  0.0600    3.5549181
  0.0700    3.5284214
  0.0800    3.5139310
  0.0900    3.5063503
  0.1000    3.5027061
  0.1500    3.4996765
  0.2000    3.4875464
  0.2500    3.4608133
  0.3000    3.4245336
  0.3500    3.3838139
  0.4000    3.3424666
  0.4500    3.3031387
  0.5000    3.2676134
  0.5500    3.2370582
  0.6000    3.2121940
  0.6500    3.1934104
  0.7000    3.1808403
  0.7500    3.1744087
  0.8000    3.1738703
  0.8500    3.1788371
  0.9000    3.1888032
  0.9500    3.2031674
  1.0000    3.2212577
  1.1000    3.2657084
  1.1500    3.2905791
  1.2000    3.3162405
  1.2500    3.3420095
  1.3000    3.3672612
  1.3500    3.3914423
  1.4000    3.4140799
  1.4500    3.4347866
  1.5000    3.4532616
  1.5500    3.4692888
  1.6000    3.4827316
  1.6500    3.4935255
  1.7000    3.5016694
  1.7500    3.5072176
  1.8000    3.5102684
  1.8500    3.5109568
  2.0000    3.5005493
  2.1000    3.4851449
  2.2000    3.4648173
  2.3000    3.4410660
  2.4000    3.4152260
  2.5000    3.3884354
  2.6000    3.3616202
  2.7000    3.3354988
  2.8000    3.3105953
  2.9000    3.2872577
  3.0000    3.2656796
  3.1000    3.2459245
  3.2000    3.2279494
  3.3000    3.2116301
  3.4000    3.1967854
  3.5000    3.1832004
  3.6000    3.1706483
  3.7000    3.1589093
  3.8000    3.1477854
  3.9000    3.1371109
  4.0000    3.1267614
  4.2000    3.1067514
  4.4000    3.0875859
  4.6000    3.0696204
  4.8000    3.0535209
  5.0000    3.0400457
  5.2000    3.0298657
  5.4000    3.0234423
  5.6000    3.0209575
  5.8000    3.0222960
  6.0000    3.0270674
  6.5000    3.0497313
  7.0000    3.0784402
  7.5000    3.1045971
  8.0000    3.1256499
  8.5000    3.1434405
  9.0000    3.1610696
  9.5000    3.1808572
 10.0000    3.2036917
 10.5000    3.2292480
 11.0000    3.2565823
 11.5000    3.2847273
 12.0000    3.3130534
 13.0000    3.3696606
 14.0000    3.4270568
 15.0000    3.4859481
 16.0000    3.5459628
 17.0000    3.6066389
 18.0000    3.6679196
 19.0000    3.7300055
 20.0000    3.7932374
